accession	trait	soma_target	gene_token	full_pvalue
GCST90242933	Synaptosomal-associated protein 25 levels (SNAP25.13105.7.3)	SNAP25.13105.7.3	SNAP25	True
GCST90242934	Synaptosomal-associated protein 29 levels (SNAP29.12357.41.3)	SNAP29.12357.41.3	SNAP29	True
GCST90242935	Synaptotagmin-11 levels (SYT11.7089.42.3)	SYT11.7089.42.3	SYT11	True
GCST90242936	Synaptotagmin-17 levels (SYT17.9110.2.3)	SYT17.9110.2.3	SYT17	True
GCST90242937	Synaptotagmin-2 levels (SYT2.9577.26.3)	SYT2.9577.26.3	SYT2	True
GCST90242938	Synaptotagmin-3 levels (SYT3.10452.24.3)	SYT3.10452.24.3	SYT3	True
GCST90242939	Synaptotagmin-5 levels (SYT5.9099.19.3)	SYT5.9099.19.3	SYT5	True
GCST90242940	Synaptotagmin-7 levels (SYT7.7121.2.3)	SYT7.7121.2.3	SYT7	True
GCST90242941	Synaptotagmin-8 levels (SYT8.7932.23.3)	SYT8.7932.23.3	SYT8	True
GCST90242942	Synaptotagmin-like protein 1 levels (SYTL1.12892.10.3)	SYTL1.12892.10.3	SYTL1	True
GCST90242943	Synaptotagmin-like protein 4 levels (SYTL4.11563.51.3)	SYTL4.11563.51.3	SYTL4	True
GCST90242944	Syntaxin-10 levels (STX10.12842.43.3)	STX10.12842.43.3	STX10	True
GCST90242945	Syntaxin-18 levels (STX18.9037.1.3)	STX18.9037.1.3	STX18	True
GCST90241369	Guanylyl cyclase-activating protein 1 levels (GUCA1A.10008.43.3)	GUCA1A.10008.43.3	GUCA1A	True
GCST90241370	Haloacid dehalogenase-like hydrolase domain-containing protein 2 levels (HDHD2.13472.35.3)	HDHD2.13472.35.3	HDHD2	True
GCST90241371	Haptoglobin levels (HP.3054.3.2)	HP.3054.3.2	HP	True
GCST90241372	Heat shock 70 kDa protein 1-like levels (HSPA1L.12041.33.3)	HSPA1L.12041.33.3	HSPA1L	True
GCST90241373	Heat shock 70 kDa protein 6 levels (HSPA6.13672.3.3)	HSPA6.13672.3.3	HSPA6	True
GCST90241374	Heat shock protein HSP 90-alpha/beta levels (HSP90AA1.HSP90AB1.2626.3.2)	HSP90AA1.HSP90AB1.2626.3.2	HSP90AA1	True
GCST90241375	Heat shock protein HSP 90-beta levels (HSP90AB1.5467.15.3)	HSP90AB1.5467.15.3	HSP90AB1	True
GCST90241376	Hematopoietic progenitor cell antigen CD34 levels (CD34.9023.9.3)	CD34.9023.9.3	CD34	True
GCST90241377	Hematopoietic progenitor cell antigen CD34 levels (CD34.11285.8.3)	CD34.11285.8.3	CD34	True
GCST90241378	Hematopoietic prostaglandin D synthase levels (HPGDS.12549.33.3)	HPGDS.12549.33.3	HPGDS	True
GCST90241379	Heme oxygenase 2 levels (HMOX2.2622.18.1)	HMOX2.2622.18.1	HMOX2	True
GCST90241380	HemK methyltransferase family member 2 levels (N6AMT1.11096.57.3)	N6AMT1.11096.57.3	N6AMT1	True
GCST90241381	Hemoglobin subunit gamma-1 levels (HBG1.10665.30.3)	HBG1.10665.30.3	HBG1	True
GCST90241382	Hemoglobin subunit theta-1 levels (HBQ1.7965.25.3)	HBQ1.7965.25.3	HBQ1	True
GCST90241383	Hemoglobin subunit zeta levels (HBZ.6919.3.3)	HBZ.6919.3.3	HBZ	True
GCST90241384	Hemojuvelin levels (HFE2.3332.57.1)	HFE2.3332.57.1	HFE2	True
GCST90241385	HEPACAM family member 2 levels (HEPACAM2.6568.18.3)	HEPACAM2.6568.18.3	HEPACAM2	True
GCST90241386	HEPACAM family member 2 levels (HEPACAM2.9116.28.3)	HEPACAM2.9116.28.3	HEPACAM2	True
GCST90241387	Heparan sulfate glucosamine 3-O-sulfotransferase 3A1 levels (HS3ST3A1.8268.98.3)	HS3ST3A1.8268.98.3	HS3ST3A1	True
GCST90241388	Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 levels (HS3ST3B1.6986.17.3)	HS3ST3B1.6986.17.3	HS3ST3B1	True
GCST90241389	Heparan sulfate glucosamine 3-O-sulfotransferase 4 levels (HS3ST4.8998.15.3)	HS3ST4.8998.15.3	HS3ST4	True
GCST90241390	Heparan-sulfate 6-O-sulfotransferase 1 levels (HS6ST1.5465.32.3)	HS6ST1.5465.32.3	HS6ST1	True
GCST90241391	Heparan-sulfate 6-O-sulfotransferase 2 levels (HS6ST2.13524.25.3)	HS6ST2.13524.25.3	HS6ST2	True
GCST90241392	Heparin-binding EGF-like growth factor levels (HBEGF.14094.29.3)	HBEGF.14094.29.3	HBEGF	True
GCST90241393	Heparin-binding EGF-like growth factor levels (HBEGF.4134.4.2)	HBEGF.4134.4.2	HBEGF	True
GCST90241394	Hepatitis A virus cellular receptor 1 levels (HAVCR1.9021.1.3)	HAVCR1.9021.1.3	HAVCR1	True
GCST90241395	Hepatitis A virus cellular receptor 2 levels (HAVCR2.5134.52.2)	HAVCR2.5134.52.2	HAVCR2	True
GCST90241396	Hepatitis A virus cellular receptor 2 levels (HAVCR2.7152.5.3)	HAVCR2.7152.5.3	HAVCR2	True
GCST90241397	Hepatocyte growth factor levels (HGF.2681.23.2)	HGF.2681.23.2	HGF	True
GCST90241398	Hepatocyte growth factor receptor levels (MET.2837.3.2)	MET.2837.3.2	MET	True
GCST90241399	Hepatocyte growth factor-regulated tyrosine kinase substrate levels (HGS.13644.30.3)	HGS.13644.30.3	HGS	True
GCST90241400	Hepatocyte nuclear factor 1-alpha levels (HNF1A.11193.27.3)	HNF1A.11193.27.3	HNF1A	True
GCST90241401	Hepatocyte nuclear factor 4-alpha levels (HNF4A.10041.3.3)	HNF4A.10041.3.3	HNF4A	True
GCST90241402	Hepatoma-derived growth factor-related protein 2 levels (HDGFRP2.4553.65.3)	HDGFRP2.4553.65.3	HDGFRP2	True
GCST90241403	Hepcidin levels (HAMP.3504.58.2)	HAMP.3504.58.2	HAMP	True
GCST90241404	Hephaestin-like protein 1 levels (HEPHL1.6354.13.3)	HEPHL1.6354.13.3	HEPHL1	True
GCST90241405	HERV-H LTR-associating protein 2 levels (HHLA2.14132.21.3)	HHLA2.14132.21.3	HHLA2	True
GCST90241406	Heterogeneous nuclear ribonucleoprotein A/B levels (HNRNPAB.4450.26.2)	HNRNPAB.4450.26.2	HNRNPAB	True
GCST90241407	Heterogeneous nuclear ribonucleoprotein A/B levels (HNRNPAB.8894.80.3)	HNRNPAB.8894.80.3	HNRNPAB	True
GCST90241408	Heterogeneous nuclear ribonucleoprotein D-like levels (HNRNPDL.10852.114.3)	HNRNPDL.10852.114.3	HNRNPDL	True
GCST90241409	Heterogeneous nuclear ribonucleoprotein K levels (HNRNPK.4994.178.1)	HNRNPK.4994.178.1	HNRNPK	True
GCST90241410	Heterogeneous nuclear ribonucleoprotein M levels (HNRNPM.12783.29.3)	HNRNPM.12783.29.3	HNRNPM	True
GCST90241411	Heterogeneous nuclear ribonucleoprotein Q levels (SYNCRIP.4224.7.2)	SYNCRIP.4224.7.2	SYNCRIP	True
GCST90241412	Heterogeneous nuclear ribonucleoproteins A2/B1 levels (HNRNPA2B1.5351.52.3)	HNRNPA2B1.5351.52.3	HNRNPA2B1	True
GCST90241413	Heterogeneous nuclear ribonucleoproteins C1/C2 levels (HNRNPC.11429.80.3)	HNRNPC.11429.80.3	HNRNPC	True
GCST90241414	Hexokinase-1 levels (HK1.13131.5.3)	HK1.13131.5.3	HK1	True
GCST90241415	Hexokinase-2 levels (HK2.13130.150.3)	HK2.13130.150.3	HK2	True
GCST90241416	High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A levels (PDE7A.5178.5.3)	PDE7A.5178.5.3	PDE7A	True
GCST90241417	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A levels (PDE9A.5201.50.4)	PDE9A.5201.50.4	PDE9A	True
GCST90241418	High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor levels (FCAMR.9568.289.3)	FCAMR.9568.289.3	FCAMR	True
GCST90241419	High affinity immunoglobulin gamma Fc receptor I levels (FCGR1A.3312.64.1)	FCGR1A.3312.64.1	FCGR1A	True
GCST90241420	High affinity nerve growth factor receptor levels (NTRK1.3477.63.2)	NTRK1.3477.63.2	NTRK1	True
GCST90241421	High mobility group protein 20A levels (HMG20A.12712.9.3)	HMG20A.12712.9.3	HMG20A	True
GCST90241422	High mobility group protein B1 levels (HMGB1.2524.56.3)	HMGB1.2524.56.3	HMGB1	True
GCST90241423	High mobility group protein B2 levels (HMGB2.6913.189.3)	HMGB2.6913.189.3	HMGB2	True
GCST90241424	High mobility group protein B3 levels (HMGB3.12775.6.3)	HMGB3.12775.6.3	HMGB3	True
GCST90241425	Histatin-1 levels (HTN1.10608.9.3)	HTN1.10608.9.3	HTN1	True
GCST90241426	Histidine triad nucleotide-binding protein 1 levels (HINT1.5900.11.2)	HINT1.5900.11.2	HINT1	True
GCST90241427	Histidine triad nucleotide-binding protein 2, mitochondrial levels (HINT2.5612.16.3)	HINT2.5612.16.3	HINT2	True
GCST90241428	Histo-blood group ABO system transferase levels (ABO.9253.52.3)	ABO.9253.52.3	ABO	True
GCST90241429	Histone acetyltransferase KAT6A levels (KAT6A.2865.77.2)	KAT6A.2865.77.2	KAT6A	True
GCST90241430	Histone acetyltransferase type B catalytic subunit levels (HAT1.2858.29.2)	HAT1.2858.29.2	HAT1	True
GCST90241431	Histone deacetylase 8 levels (HDAC8.2859.69.2)	HDAC8.2859.69.2	HDAC8	True
GCST90241432	Histone deacetylase complex subunit SAP18 levels (SAP18.12830.4.3)	SAP18.12830.4.3	SAP18	True
GCST90241433	Histone deacetylase complex subunit SAP30 levels (SAP30.12888.18.3)	SAP30.12888.18.3	SAP30	True
GCST90241434	Histone H1.2 levels (HIST1H1C.2987.37.3)	HIST1H1C.2987.37.3	HIST1H1C	True
GCST90241435	Histone H1x levels (H1FX.12709.63.3)	H1FX.12709.63.3	H1FX	True
GCST90241436	Histone H2A deubiquitinase MYSM1 levels (MYSM1.11536.9.3)	MYSM1.11536.9.3	MYSM1	True
GCST90241437	Histone H2A type 3 levels (HIST3H2A.14144.3.3)	HIST3H2A.14144.3.3	HIST3H2A	True
GCST90241438	Histone H2A.z levels (H2AFZ.4163.5.2)	H2AFZ.4163.5.2	H2AFZ	True
GCST90241439	Histone-lysine N-methyltransferase 2C levels (KMT2C.11402.17.3)	KMT2C.11402.17.3	KMT2C	True
GCST90241440	Histone-lysine N-methyltransferase 2D levels (MLL2.13623.4.3)	MLL2.13623.4.3	MLL2	True
GCST90241441	Histone-lysine N-methyltransferase ASH1L levels (ASH1L.12622.96.3)	ASH1L.12622.96.3	ASH1L	True
GCST90241442	Histone-lysine N-methyltransferase EHMT2 levels (EHMT2.5843.60.3)	EHMT2.5843.60.3	EHMT2	True
GCST90241443	Histone-lysine N-methyltransferase SETD2 levels (SETD2.12647.52.3)	SETD2.12647.52.3	SETD2	True
GCST90241444	Histone-lysine N-methyltransferase SETMAR levels (SETMAR.12462.20.3)	SETMAR.12462.20.3	SETMAR	True
GCST90241445	Histone-lysine N-methyltransferase SUV420H2 levels (SUV420H2.12452.32.3)	SUV420H2.12452.32.3	SUV420H2	True
GCST90241446	HLA class II histocompatibility antigen gamma chain levels (CD74.8748.45.3)	CD74.8748.45.3	CD74	True
GCST90241447	HLA class II histocompatibility antigen gamma chain levels (CD74.6974.6.3)	CD74.6974.6.3	CD74	True
GCST90241448	HLA class II histocompatibility antigen, DM alpha chain levels (HLA.DMA.10639.1.3)	HLA.DMA.10639.1.3	HLA	True
GCST90241449	HLA class II histocompatibility antigen, DP beta 1 chain levels (HLA.DPB1.8755.202.3)	HLA.DPB1.8755.202.3	HLA	True
GCST90241450	HLA class II histocompatibility antigen, DQ alpha 2 chain levels (HLA.DQA2.7757.5.3)	HLA.DQA2.7757.5.3	HLA	True
GCST90241451	Homeobox protein TGIF2 levels (TGIF2.9847.21.3)	TGIF2.9847.21.3	TGIF2	True
GCST90241452	Homeodomain-interacting protein kinase 3 levels (HIPK3.3443.61.2)	HIPK3.3443.61.2	HIPK3	True
GCST90241453	Homogentisate 1,2-dioxygenase levels (HGD.9832.33.3)	HGD.9832.33.3	HGD	True
GCST90241454	HRAS-like suppressor 2 levels (HRASLS2.7822.11.3)	HRASLS2.7822.11.3	HRASLS2	True
GCST90241455	HRAS-like suppressor 3 levels (PLA2G16.7865.126.3)	PLA2G16.7865.126.3	PLA2G16	True
GCST90241456	Human Chorionic Gonadotropin levels (CGA.CGB.4914.10.1)	CGA.CGB.4914.10.1	CGA	True
GCST90241457	Hyaluronan and proteoglycan link protein 1 levels (HAPLN1.3196.6.2)	HAPLN1.3196.6.2	HAPLN1	True
GCST90241458	Hyaluronidase-1 levels (HYAL1.8309.12.3)	HYAL1.8309.12.3	HYAL1	True
GCST90241459	Hydroxycarboxylic acid receptor 2 levels (HCAR2.13495.48.3)	HCAR2.13495.48.3	HCAR2	True
GCST90241460	Hydroxymethylglutaryl-CoA synthase, cytoplasmic levels (HMGCS1.13496.19.3)	HMGCS1.13496.19.3	HMGCS1	True
GCST90241461	Hydroxymethylglutaryl-CoA synthase, mitochondrial levels (HMGCS2.13704.5.3)	HMGCS2.13704.5.3	HMGCS2	True
GCST90241462	Hypoxia-inducible factor 1-alpha levels (HIF1A.13089.6.3)	HIF1A.13089.6.3	HIF1A	True
GCST90241463	ICOS ligand levels (ICOSLG.9303.9.3)	ICOSLG.9303.9.3	ICOSLG	True
GCST90241464	ICOS ligand levels (ICOSLG.5061.27.3)	ICOSLG.5061.27.3	ICOSLG	True
GCST90241465	Ig gamma-2, Kappa levels (NoneX.13230.174.3)	NoneX.13230.174.3	NoneX	True
GCST90241466	Ig Kappa chain V-I region HK102- like levels (LOC652493.6561.77.3)	LOC652493.6561.77.3	LOC652493	True
GCST90241467	IGF-like family receptor 1 levels (IGFLR1.7244.16.3)	IGFLR1.7244.16.3	IGFLR1	True
GCST90241472	Immunoglobulin J chain levels (IGJ.8362.102.3)	IGJ.8362.102.3	IGJ	True
GCST90241473	Immunoglobulin lambda-like polypeptide 1 levels (IGLL1.6485.59.3)	IGLL1.6485.59.3	IGLL1	True
GCST90241474	Immunoglobulin superfamily containing leucine-rich repeat protein 2 levels (ISLR2.13124.20.3)	ISLR2.13124.20.3	ISLR2	True
GCST90241475	Immunoglobulin superfamily DCC subclass member 3 levels (IGDCC3.11952.1.3)	IGDCC3.11952.1.3	IGDCC3	True
GCST90241476	Immunoglobulin superfamily DCC subclass member 3 levels (IGDCC3.7118.24.3)	IGDCC3.7118.24.3	IGDCC3	True
GCST90241477	Immunoglobulin superfamily DCC subclass member 4 levels (IGDCC4.9793.145.3)	IGDCC4.9793.145.3	IGDCC4	True
GCST90241478	Immunoglobulin superfamily member 11 levels (IGSF11.9279.7.3)	IGSF11.9279.7.3	IGSF11	True
GCST90241479	Immunoglobulin superfamily member 11 levels (IGSF11.10700.10.3)	IGSF11.10700.10.3	IGSF11	True
GCST90241480	Immunoglobulin superfamily member 8 levels (IGSF8.6984.6.3)	IGSF8.6984.6.3	IGSF8	True
GCST90242946	Syntaxin-1A levels (STX1A.3766.51.4)	STX1A.3766.51.4	STX1A	True
GCST90242947	Syntaxin-1B levels (STX1B.6966.144.3)	STX1B.6966.144.3	STX1B	True
GCST90242948	Syntaxin-2 levels (STX2.7738.299.3)	STX2.7738.299.3	STX2	True
GCST90242949	Syntaxin-6 levels (STX6.10945.11.3)	STX6.10945.11.3	STX6	True
GCST90242950	Syntaxin-7 levels (STX7.8274.64.3)	STX7.8274.64.3	STX7	True
GCST90242951	Syntaxin-8 levels (STX8.10903.50.3)	STX8.10903.50.3	STX8	True
GCST90242952	T-box transcription factor TBX22 levels (TBX22.11146.4.3)	TBX22.11146.4.3	TBX22	True
GCST90242953	T-box transcription factor TBX3 levels (TBX3.13978.122.3)	TBX3.13978.122.3	TBX3	True
GCST90242954	T-box transcription factor TBX5 levels (TBX5.11202.70.3)	TBX5.11202.70.3	TBX5	True
GCST90242955	T-cell immunomodulatory protein levels (ITFG1.9347.13.3)	ITFG1.9347.13.3	ITFG1	True
GCST90242956	T-cell receptor-associated transmembrane adapter 1 levels (TRAT1.7224.11.3)	TRAT1.7224.11.3	TRAT1	True
GCST90242957	T-cell surface antigen CD2 levels (CD2.7100.31.3)	CD2.7100.31.3	CD2	True
GCST90242958	T-cell surface glycoprotein CD3 epsilon chain levels (CD3E.8069.85.3)	CD3E.8069.85.3	CD3E	True
GCST90242959	T-cell surface glycoprotein CD3 gamma chain levels (CD3G.7924.7.3)	CD3G.7924.7.3	CD3G	True
GCST90242960	T-cell surface glycoprotein CD4 levels (CD4.3143.3.1)	CD4.3143.3.1	CD4	True
GCST90242961	T-cell surface glycoprotein CD5 levels (CD5.14065.11.3)	CD5.14065.11.3	CD5	True
GCST90242962	T-cell surface glycoprotein CD8 beta chain levels (CD8B.9310.2.3)	CD8B.9310.2.3	CD8B	True
GCST90242963	T-cell surface protein tactile levels (CD96.9735.44.3)	CD96.9735.44.3	CD96	True
GCST90242964	T-lymphocyte activation antigen CD80 levels (CD80.2603.61.2)	CD80.2603.61.2	CD80	True
GCST90242965	T-lymphocyte activation antigen CD86 levels (CD86.5337.64.3)	CD86.5337.64.3	CD86	True
GCST90242966	T-lymphocyte surface antigen Ly-9 levels (LY9.3324.51.1)	LY9.3324.51.1	LY9	True
GCST90242967	t-SNARE domain-containing protein 1 levels (TSNARE1.7069.9.4)	TSNARE1.7069.9.4	TSNARE1	True
GCST90242968	Tachykinin-3 levels (TAC3.7847.66.3)	TAC3.7847.66.3	TAC3	True
GCST90242969	Tachykinin-4 levels (TAC4.6468.37.3)	TAC4.6468.37.3	TAC4	True
GCST90242970	Talin-2 levels (TLN2.14082.56.3)	TLN2.14082.56.3	TLN2	True
GCST90242971	Tapasin levels (TAPBP.12378.71.3)	TAPBP.12378.71.3	TAPBP	True
GCST90242972	Tapasin-related protein levels (TAPBPL.6364.7.3)	TAPBPL.6364.7.3	TAPBPL	True
GCST90242973	Tartrate-resistant acid phosphatase type 5 levels (ACP5.3232.28.2)	ACP5.3232.28.2	ACP5	True
GCST90242974	TATA-box-binding protein levels (TBP.2875.15.2)	TBP.2875.15.2	TBP	True
GCST90242975	Tax1-binding protein 1 levels (TAX1BP1.12721.4.3)	TAX1BP1.12721.4.3	TAX1BP1	True
GCST90242976	Tax1-binding protein 3 levels (TAX1BP3.12498.12.3)	TAX1BP3.12498.12.3	TAX1BP3	True
GCST90242977	Tenascin levels (TNC.4155.3.2)	TNC.4155.3.2	TNC	True
GCST90242978	Tenascin-R levels (TNR.11302.237.3)	TNR.11302.237.3	TNR	True
GCST90242979	Tenascin-X levels (TNXB.5698.60.3)	TNXB.5698.60.3	TNXB	True
GCST90242980	Teneurin-3 levels (TENM3.11107.25.3)	TENM3.11107.25.3	TENM3	True
GCST90242981	Teneurin-4 levels (TENM4.11365.17.3)	TENM4.11365.17.3	TENM4	True
GCST90242982	Tenomodulin levels (TNMD.6578.29.3)	TNMD.6578.29.3	TNMD	True
GCST90242983	Tensin-2 levels (TNS2.11667.29.3)	TNS2.11667.29.3	TNS2	True
GCST90242984	Tensin-4 levels (TNS4.9927.96.3)	TNS4.9927.96.3	TNS4	True
GCST90242985	Teratocarcinoma-derived growth factor 1 levels (TDGF1.5810.25.3)	TDGF1.5810.25.3	TDGF1	True
GCST90242986	Testican-1 levels (SPOCK1.5490.53.3)	SPOCK1.5490.53.3	SPOCK1	True
GCST90242987	Testican-2 levels (SPOCK2.5491.12.3)	SPOCK2.5491.12.3	SPOCK2	True
GCST90242988	Testican-3 levels (SPOCK3.9906.21.3)	SPOCK3.9906.21.3	SPOCK3	True
GCST90242989	Testis-expressed sequence 29 protein levels (TEX29.10557.6.3)	TEX29.10557.6.3	TEX29	True
GCST90242990	Testis-expressed sequence 29 protein levels (TEX29.13500.9.3)	TEX29.13500.9.3	TEX29	True
GCST90242991	Testis-specific basic protein Y 1 levels (VCY.6295.67.3)	VCY.6295.67.3	VCY	True
GCST90242992	Testis-specific chromodomain protein Y 1 levels (CDY1.7097.8.3)	CDY1.7097.8.3	CDY1	True
GCST90242993	Testis-specific serine/threonine-protein kinase 2 levels (TSSK2.7873.32.3)	TSSK2.7873.32.3	TSSK2	True
GCST90242994	Tetratricopeptide repeat protein 17 levels (TTC17.8800.14.3)	TTC17.8800.14.3	TTC17	True
GCST90242995	Tetratricopeptide repeat protein 17 levels (TTC17.9550.153.3)	TTC17.9550.153.3	TTC17	True
GCST90242996	Tetratricopeptide repeat protein 9B levels (TTC9B.9386.42.3)	TTC9B.9386.42.3	TTC9B	True
GCST90242997	TGF-beta receptor type-2 levels (TGFBR2.5133.17.3)	TGFBR2.5133.17.3	TGFBR2	True
GCST90242998	Thiamin pyrophosphokinase 1 levels (TPK1.12018.84.3)	TPK1.12018.84.3	TPK1	True
GCST90242999	Thioredoxin levels (TXN.8813.160.3)	TXN.8813.160.3	TXN	True
GCST90243000	Thioredoxin domain-containing protein 11 levels (TXNDC11.8769.30.3)	TXNDC11.8769.30.3	TXNDC11	True
GCST90243001	Thioredoxin domain-containing protein 12 levels (TXNDC12.4815.25.3)	TXNDC12.4815.25.3	TXNDC12	True
GCST90243002	Thioredoxin domain-containing protein 5 levels (TXNDC5.11212.7.3)	TXNDC5.11212.7.3	TXNDC5	True
GCST90243003	Thioredoxin reductase 1, cytoplasmic levels (TXNRD1.13967.14.3)	TXNRD1.13967.14.3	TXNRD1	True
GCST90243004	Thioredoxin-interacting protein levels (TXNIP.11682.7.3)	TXNIP.11682.7.3	TXNIP	True
GCST90243005	Thiosulfate sulfurtransferase levels (TST.12663.1.3)	TST.12663.1.3	TST	True
GCST90243006	Thrombopoietin levels (THPO.5947.90.3)	THPO.5947.90.3	THPO	True
GCST90243007	Thrombopoietin levels (THPO.8059.1.3)	THPO.8059.1.3	THPO	True
GCST90243008	Thrombopoietin Receptor levels (MPL.3473.78.2)	MPL.3473.78.2	MPL	True
GCST90243009	Thrombospondin type-1 domain-containing protein 1 levels (THSD1.5621.64.3)	THSD1.5621.64.3	THSD1	True
GCST90243010	Thrombospondin type-1 domain-containing protein 7A levels (THSD7A.11174.8.3)	THSD7A.11174.8.3	THSD7A	True
GCST90243011	Thrombospondin-2 levels (THBS2.3339.33.1)	THBS2.3339.33.1	THBS2	True
GCST90243012	Thrombospondin-3 levels (THBS3.8982.65.3)	THBS3.8982.65.3	THBS3	True
GCST90243013	Thromboxane-A synthase levels (TBXAS1.8098.37.3)	TBXAS1.8098.37.3	TBXAS1	True
GCST90243014	Thymic stromal lymphopoietin levels (TSLP.3010.53.2)	TSLP.3010.53.2	TSLP	True
GCST90243015	Thymidine kinase, cytosolic levels (TK1.4301.58.2)	TK1.4301.58.2	TK1	True
GCST90243016	Thymocyte nuclear protein 1 levels (THYN1.12424.107.3)	THYN1.12424.107.3	THYN1	True
GCST90243017	Thyroglobulin levels (TG.4165.2.1)	TG.4165.2.1	TG	True
GCST90243018	Thyroid hormone receptor alpha levels (THRA.12527.50.3)	THRA.12527.50.3	THRA	True
GCST90243019	Thyroid peroxidase levels (TPO.3873.51.2)	TPO.3873.51.2	TPO	True
GCST90243020	Thyrotropin-releasing hormone levels (TRH.5659.11.3)	TRH.5659.11.3	TRH	True
GCST90243021	Tight junction protein ZO-1 levels (TJP1.12001.7.3)	TJP1.12001.7.3	TJP1	True
GCST90243022	Tissue Factor levels (F3.4931.59.1)	F3.4931.59.1	F3	True
GCST90243023	Tissue factor pathway inhibitor levels (TFPI.3336.50.1)	TFPI.3336.50.1	TFPI	True
GCST90243024	Tissue factor pathway inhibitor 2 levels (TFPI2.9233.71.3)	TFPI2.9233.71.3	TFPI2	True
GCST90243025	Titin levels (TTN.11352.42.3)	TTN.11352.42.3	TTN	True
GCST90243026	TNF receptor-associated factor 4 levels (TRAF4.13041.47.3)	TRAF4.13041.47.3	TRAF4	True
GCST90243027	Toll-interacting protein levels (TOLLIP.13963.7.3)	TOLLIP.13963.7.3	TOLLIP	True
GCST90243028	Toll-like receptor 1 levels (TLR1.11149.3.3)	TLR1.11149.3.3	TLR1	True
GCST90243029	Toll-like receptor 2 levels (TLR2.3835.11.2)	TLR2.3835.11.2	TLR2	True
GCST90243030	Toll-like receptor 4 levels (TLR4.11101.18.3)	TLR4.11101.18.3	TLR4	True
GCST90243031	Toll-like receptor 4:Lymphocyte antigen 96 complex levels (TLR4.LY96.3647.49.4)	TLR4.LY96.3647.49.4	TLR4	True
GCST90243032	Toll/interleukin-1 receptor domain-containing adapter protein levels (TIRAP.9839.148.3)	TIRAP.9839.148.3	TIRAP	True
GCST90243033	Tolloid-like protein 1 levels (TLL1.6383.90.3)	TLL1.6383.90.3	TLL1	True
GCST90243034	TOM1-like protein 1 levels (TOM1L1.13652.2.3)	TOM1L1.13652.2.3	TOM1L1	True
GCST90243035	Torsin-1A-interacting protein 1 levels (TOR1AIP1.9039.47.3)	TOR1AIP1.9039.47.3	TOR1AIP1	True
GCST90243036	Torsin-1A-interacting protein 2 levels (TOR1AIP2.10640.9.3)	TOR1AIP2.10640.9.3	TOR1AIP2	True
GCST90243037	Torsin-1A-interacting protein 2 levels (TOR1AIP2.10553.8.3)	TOR1AIP2.10553.8.3	TOR1AIP2	True
GCST90243038	TOX high mobility group box family member 3 levels (TOX3.12717.65.3)	TOX3.12717.65.3	TOX3	True
GCST90243039	TPA-induced transmembrane protein levels (TTMP.7963.36.3)	TTMP.7963.36.3	TTMP	True
GCST90243040	Transcobalamin-1 levels (TCN1.11232.46.3)	TCN1.11232.46.3	TCN1	True
GCST90243041	Transcobalamin-2 levels (TCN2.5584.21.3)	TCN2.5584.21.3	TCN2	True
GCST90243042	Transcription factor AP-1 levels (JUN.10356.21.3)	JUN.10356.21.3	JUN	True
GCST90243043	Transcription factor IIIB 90 kDa subunit levels (BRF1.5384.67.3)	BRF1.5384.67.3	BRF1	True
GCST90243044	Transcription factor RelB levels (RELB.11464.9.3)	RELB.11464.9.3	RELB	True
GCST90243045	Transcription factor TFIIIB component B'' homolog levels (BDP1.8929.7.3)	BDP1.8929.7.3	BDP1	True
GCST90243046	Transcription regulator protein BACH1 levels (BACH1.12451.62.3)	BACH1.12451.62.3	BACH1	True
GCST90243047	Transcription regulator protein BACH2 levels (BACH2.12756.3.3)	BACH2.12756.3.3	BACH2	True
GCST90243048	Transcriptional activator protein Pur-alpha levels (PURA.12537.88.3)	PURA.12537.88.3	PURA	True
GCST90243049	Transcriptional enhancer factor TEF-3 levels (TEAD4.12516.13.3)	TEAD4.12516.13.3	TEAD4	True
GCST90243050	Transcriptional enhancer factor TEF-5 levels (TEAD3.12854.3.3)	TEAD3.12854.3.3	TEAD3	True
GCST90243051	Transcriptional regulator Kaiso levels (ZBTB33.12785.49.3)	ZBTB33.12785.49.3	ZBTB33	True
GCST90243052	Transcriptional repressor CTCF levels (CTCF.14624.51.3)	CTCF.14624.51.3	CTCF	True
GCST90243053	Transferrin receptor protein 1 levels (TFRC.8795.48.3)	TFRC.8795.48.3	TFRC	True
GCST90243054	Transferrin receptor protein 1 levels (TFRC.6895.1.3)	TFRC.6895.1.3	TFRC	True
GCST90243055	Transformer-2 protein homolog beta levels (TRA2B.12373.73.3)	TRA2B.12373.73.3	TRA2B	True
GCST90243056	Transforming growth factor alpha levels (TGFA.9358.3.3)	TGFA.9358.3.3	TGFA	True
GCST90243057	Transforming growth factor beta receptor type 3 levels (TGFBR3.3009.3.2)	TGFBR3.3009.3.2	TGFBR3	True
GCST90243058	Transforming growth factor beta-1 levels (TGFB1.2333.72.1)	TGFB1.2333.72.1	TGFB1	True
GCST90243059	Transforming growth factor beta-1-induced transcript 1 protein levels (TGFB1I1.8777.5.3)	TGFB1I1.8777.5.3	TGFB1I1	True
